04/09/2021,12:37:03,Europe/London,Pre-approved Payment Bill User Payment,GBP,-99.99,0.00,-99.99,-99.99,0M25796296235730X,paypal.revenue@canva.com,Canva Pty Limited,,,0.00,0.00,1559307554067549,1S4810970B8124348
04/09/2021,12:37:03,Europe/London,Bank Deposit to PP Account,GBP,99.99,0.00,99.99,0.00,5LJ27057LP021004F,,,Bank of Scotland plc,7160,0.00,0.00,1559307554067549,0M25796296235730X
05/09/2021,08:59:32,Europe/London,Pre-approved Payment Bill User Payment,GBP,-432.00,0.00,-432.00,-432.00,19N82307X2625591B,paypalie@dropbox.com,Dropbox International Unlimited Company,,,0.00,0.00,,B-6WK164634C787940R
05/09/2021,08:59:32,Europe/London,Bank Deposit to PP Account,GBP,432.00,0.00,432.00,0.00,7XC31656HV659625N,,,Bank of Scotland plc,7160,0.00,0.00,,19N82307X2625591B
06/09/2021,00:00:11,Europe/London,Pre-approved Payment Bill User Payment,GBP,-125.27,0.00,-125.27,-125.27,18F60067P1344923X,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4085994488179768,B-4XW44054NP5542146
06/09/2021,00:00:11,Europe/London,Bank Deposit to PP Account,GBP,125.27,0.00,125.27,0.00,3R518238YX502634P,,,Bank of Scotland plc,7160,0.00,0.00,P4085994488179768,18F60067P1344923X
06/09/2021,14:13:57,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,5AL716686C1575426,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P16CE44517,B-37K37589RN914044V
06/09/2021,14:13:57,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,12D51698CU021711E,,,Bank of Scotland plc,7160,0.00,0.00,P16CE44517,5AL716686C1575426
09/09/2021,13:58:01,Europe/London,Express Checkout Payment,GBP,"-1,344.00",0.00,"-1,344.00","-1,344.00",1R8106940A267715C,rcjf@astonandfincher.co.uk,Aston & Fincher,,,0.00,0.00,1000129854,
09/09/2021,13:58:01,Europe/London,Bank Deposit to PP Account,GBP,"1,344.00",0.00,"1,344.00",0.00,8RK35161KX083682X,,,Bank of Scotland plc,7160,0.00,0.00,1000129854,1R8106940A267715C
12/09/2021,19:24:06,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,5J463125VA472135R,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P16E8F297F,B-62G64018SH768960T
12/09/2021,19:24:06,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,9M2396136W9443932,,,Bank of Scotland plc,7160,0.00,0.00,P16E8F297F,5J463125VA472135R
17/09/2021,15:27:06,Europe/London,Express Checkout Payment,GBP,-474.07,0.00,-474.07,-474.07,514249423C148400N,sales@salonsdirect.co.uk,Salons Direct Ltd,,,0.00,0.00,2000830533,
17/09/2021,15:27:06,Europe/London,Bank Deposit to PP Account,GBP,474.07,0.00,474.07,0.00,0TF60450CY2391041,,,Bank of Scotland plc,7160,0.00,0.00,2000830533,514249423C148400N
21/09/2021,10:15:21,Europe/London,Express Checkout Payment,GBP,-830.34,0.00,-830.34,-830.34,09G31956K84610255,sales@salonsdirect.co.uk,Salons Direct Ltd,,,0.00,0.00,2000832529,
21/09/2021,10:15:21,Europe/London,Bank Deposit to PP Account,GBP,830.34,0.00,830.34,0.00,3SC93163U9220313E,,,Bank of Scotland plc,7160,0.00,0.00,2000832529,09G31956K84610255
21/09/2021,21:44:39,Europe/London,Express Checkout Payment,GBP,-44.95,0.00,-44.95,-44.95,3NA90225BJ541274E,general@internetfusion.co.uk,Internet Fusion Ltd,,,0.00,0.00,,6K792095N8647501W
21/09/2021,21:44:39,Europe/London,Bank Deposit to PP Account,GBP,44.95,0.00,44.95,0.00,7F80009566295204K,,,Bank of Scotland plc,7160,0.00,0.00,,3NA90225BJ541274E
06/10/2021,00:00:23,Europe/London,Pre-approved Payment Bill User Payment,GBP,-70.08,0.00,-70.08,-70.08,6PS19976GU617713E,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4298759136903296,B-4XW44054NP5542146
06/10/2021,00:00:23,Europe/London,Bank Deposit to PP Account,GBP,70.08,0.00,70.08,0.00,19A55613YU1027312,,,Bank of Scotland plc,7160,0.00,0.00,P4298759136903296,6PS19976GU617713E
06/10/2021,14:13:57,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,3GA68801BJ155405N,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P1754D8224,B-37K37589RN914044V
06/10/2021,14:13:57,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,4PX727620R289244H,,,Bank of Scotland plc,7160,0.00,0.00,P1754D8224,3GA68801BJ155405N
12/10/2021,15:29:49,Europe/London,Express Checkout Payment,GBP,-224.95,0.00,-224.95,-224.95,0JU69477MU964110U,admin@beautyworksonline.com,Ecotrade Europe Ltd,,,5.80,0.00,2213781758,
12/10/2021,15:29:49,Europe/London,Bank Deposit to PP Account,GBP,224.95,0.00,224.95,0.00,6CS92566BP472250W,,,Bank of Scotland plc,7160,5.80,0.00,2213781758,0JU69477MU964110U
12/10/2021,19:24:05,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,2J689225H27611018,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P176EC66DC,B-62G64018SH768960T
12/10/2021,19:24:05,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,4SS59858GY978912T,,,Bank of Scotland plc,7160,0.00,0.00,P176EC66DC,2J689225H27611018
13/10/2021,14:54:56,Europe/London,Pre-approved Payment Bill User Payment,GBP,-11.49,0.00,-11.49,-11.49,3RB202469K205400F,wallet-disputes-uk@google.com,Google,,,0.00,0.00,936510434105168994,B-61N27464P49996130
13/10/2021,14:54:56,Europe/London,Bank Deposit to PP Account,GBP,11.49,0.00,11.49,0.00,9V850395NL150123R,,,Bank of Scotland plc,7160,0.00,0.00,936510434105168994,3RB202469K205400F
15/10/2021,12:22:37,Europe/London,Express Checkout Payment,GBP,"-1,386.00",0.00,"-1,386.00","-1,386.00",6J201527T5979804G,rcjf@astonandfincher.co.uk,Aston & Fincher,,,0.00,0.00,1000133769,
15/10/2021,12:22:37,Europe/London,Bank Deposit to PP Account,GBP,"1,386.00",0.00,"1,386.00",0.00,7575746295575474D,,,Bank of Scotland plc,7160,0.00,0.00,1000133769,6J201527T5979804G
19/10/2021,14:06:12,Europe/London,Express Checkout Payment,GBP,"-1,107.00",0.00,"-1,107.00","-1,107.00",3NL12582C3744972G,paypaluk@cultfurniture.com,Cult Furniture ltd,,,0.00,0.00,CULT460999,
19/10/2021,14:06:12,Europe/London,Bank Deposit to PP Account,GBP,"1,107.00",0.00,"1,107.00",0.00,9DN51182S0732744G,,,Bank of Scotland plc,7160,0.00,0.00,CULT460999,3NL12582C3744972G
21/10/2021,13:11:45,Europe/London,Express Checkout Payment,GBP,-149.28,0.00,-149.28,-149.28,75D81037NB052122E,sales@salonsdirect.co.uk,Salons Direct Ltd,,,6.95,0.00,2000853673,
21/10/2021,13:11:45,Europe/London,Bank Deposit to PP Account,GBP,149.28,0.00,149.28,0.00,47X69035X6722974H,,,Bank of Scotland plc,7160,6.95,0.00,2000853673,75D81037NB052122E
28/10/2021,16:30:00,Europe/London,Express Checkout Payment,GBP,-240.00,0.00,-240.00,-240.00,46C34219EC412983F,PayPalOrders@next.co.uk,Next Retail Ltd,,,0.00,0.00,PPGBX1E608911319373437,3M181355HY750854N
28/10/2021,16:30:00,Europe/London,Bank Deposit to PP Account,GBP,240.00,0.00,240.00,0.00,8WM80693AW3526949,,,Bank of Scotland plc,7160,0.00,0.00,PPGBX1E608911319373437,46C34219EC412983F
29/10/2021,20:58:30,Europe/London,Express Checkout Payment,GBP,-419.97,0.00,-419.97,-419.97,84477068JR425843C,admin@thewoodveneerhub.co.uk,The Wood Veneer Hub,,,0.00,0.00,c25229299024028.1,
29/10/2021,20:58:30,Europe/London,Bank Deposit to PP Account,GBP,419.97,0.00,419.97,0.00,8DG659466P399104S,,,Bank of Scotland plc,7160,0.00,0.00,c25229299024028.1,84477068JR425843C
30/10/2021,11:06:56,Europe/London,Express Checkout Payment,GBP,-112.19,0.00,-112.19,-112.19,9KJ80542FX349202S,sales@salonsdirect.co.uk,Salons Direct Ltd,,,0.00,0.00,2000859283,
30/10/2021,11:06:56,Europe/London,Bank Deposit to PP Account,GBP,112.19,0.00,112.19,0.00,86X43910RW774021J,,,Bank of Scotland plc,7160,0.00,0.00,2000859283,9KJ80542FX349202S
01/11/2021,10:12:42,Europe/London,Express Checkout Payment,GBP,-14.99,0.00,-14.99,-14.99,76Y14593M77872609,paypal@warehouseexpress.com,Warehouse Express Ltd,,,0.00,0.00,EC-2934230068540820G,2Y9988155L605692M
01/11/2021,10:12:42,Europe/London,Bank Deposit to PP Account,GBP,14.99,0.00,14.99,0.00,94W54404RN773882V,,,Bank of Scotland plc,7160,0.00,0.00,EC-2934230068540820G,76Y14593M77872609
02/11/2021,15:06:05,Europe/London,Express Checkout Payment,GBP,-513.60,0.00,-513.60,-513.60,4UK73894WV5734440,sales@gompels.co.uk,Gompels HealthCare Ltd,,,0.00,0.00,,
02/11/2021,15:06:05,Europe/London,Bank Deposit to PP Account,GBP,513.60,0.00,513.60,0.00,1TL20244W04120132,,,Bank of Scotland plc,7160,0.00,0.00,,4UK73894WV5734440
04/11/2021,13:16:52,Europe/London,Express Checkout Payment,GBP,-406.80,0.00,-406.80,-406.80,8CD344610J521944G,sales@salonsdirect.co.uk,Salons Direct Ltd,,,0.00,0.00,2000863043,
04/11/2021,13:16:52,Europe/London,Bank Deposit to PP Account,GBP,406.80,0.00,406.80,0.00,3C766455GC830891M,,,Bank of Scotland plc,7160,0.00,0.00,2000863043,8CD344610J521944G
06/11/2021,00:00:22,Europe/London,Pre-approved Payment Bill User Payment,GBP,-247.48,0.00,-247.48,-247.48,0K6657361D249463E,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4274329242679624,B-4XW44054NP5542146
06/11/2021,00:00:22,Europe/London,Bank Deposit to PP Account,GBP,247.48,0.00,247.48,0.00,4LF02080MY376015T,,,Bank of Scotland plc,7160,0.00,0.00,P4274329242679624,0K6657361D249463E
06/11/2021,13:13:56,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,83R14397R2319805B,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P17D61D68D,B-37K37589RN914044V
06/11/2021,13:13:56,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,9LC08854LH0214441,,,Bank of Scotland plc,7160,0.00,0.00,P17D61D68D,83R14397R2319805B
12/11/2021,01:05:13,Europe/London,Payment Refund,GBP,80.00,0.00,80.00,80.00,9NT10413455958009,PayPalOrders@next.co.uk,Next Retail Ltd,,,0.00,0.00,PPGBX1E608911319373437,46C34219EC412983F
12/11/2021,01:05:13,Europe/London,General Withdrawal - Bank Account,GBP,-80.00,0.00,-80.00,0.00,3W1264866F0792311,,,Bank of Scotland plc,7160,0.00,0.00,PPGBX1E608911319373437,46C34219EC412983F
12/11/2021,18:24:05,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,3YT20266349487147,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P17EFDA676,B-62G64018SH768960T
12/11/2021,18:24:05,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,63V85475F3419071P,,,Bank of Scotland plc,7160,0.00,0.00,P17EFDA676,3YT20266349487147
22/11/2021,14:31:29,Europe/London,Pre-approved Payment Bill User Payment,GBP,-39.00,0.00,-39.00,-39.00,9DC88178SL8229845,epochrow_gbp@epoch.com,epoch.com,,,0.00,0.00,1314792038/MemberID : 2264863946,6PB640950J450051L
22/11/2021,14:31:29,Europe/London,Bank Deposit to PP Account,GBP,39.00,0.00,39.00,0.00,210922830X270645N,,,Bank of Scotland plc,7160,0.00,0.00,1314792038/MemberID : 2264863946,9DC88178SL8229845
24/11/2021,08:56:31,Europe/London,Pre-approved Payment Bill User Payment,GBP,-300.00,0.00,-300.00,-300.00,0L200799A6138381U,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4411636428948903,B-4XW44054NP5542146
24/11/2021,08:56:31,Europe/London,Bank Deposit to PP Account,GBP,300.00,0.00,300.00,0.00,9BV58681FE555774B,,,Bank of Scotland plc,7160,0.00,0.00,P4411636428948903,0L200799A6138381U
25/11/2021,12:19:31,Europe/London,Express Checkout Payment,GBP,-48.48,0.00,-48.48,-48.48,7VB849093K256873E,paypal@espares.co.uk,eSpares Ltd,,,0.00,0.00,6559378427536837,
25/11/2021,12:19:31,Europe/London,Bank Deposit to PP Account,GBP,48.48,0.00,48.48,0.00,86903603Y7145273W,,,Bank of Scotland plc,7160,0.00,0.00,6559378427536837,7VB849093K256873E
25/11/2021,15:39:13,Europe/London,Express Checkout Payment,GBP,-45.54,0.00,-45.54,-45.54,1GT63187Y3272061H,payments@ideal-envelopes.co.uk,Ideal Envelopes Limited,,,0.00,0.00,2000071493,
25/11/2021,15:39:13,Europe/London,Bank Deposit to PP Account,GBP,45.54,0.00,45.54,0.00,91550772KC427892U,,,Bank of Scotland plc,7160,0.00,0.00,2000071493,1GT63187Y3272061H
26/11/2021,10:21:05,Europe/London,Express Checkout Payment,GBP,-36.72,0.00,-36.72,-36.72,90U451379N490050T,sales@salonsdirect.co.uk,Salons Direct Ltd,,,4.95,0.00,2000878731,
26/11/2021,10:21:05,Europe/London,Bank Deposit to PP Account,GBP,36.72,0.00,36.72,0.00,8A844135XB707025W,,,Bank of Scotland plc,7160,4.95,0.00,2000878731,90U451379N490050T
01/12/2021,15:00:40,Europe/London,Pre-approved Payment Bill User Payment,GBP,-78.37,0.00,-78.37,-78.37,6GL110796E020560B,epochrow_gbp@epoch.com,epoch.com,,,0.00,0.00,1316437560/MemberID : 2489962854,5A56238065991364V
01/12/2021,15:00:40,Europe/London,Bank Deposit to PP Account,GBP,78.37,0.00,78.37,0.00,3AX27578DA178221C,,,Bank of Scotland plc,7160,0.00,0.00,1316437560/MemberID : 2489962854,6GL110796E020560B
03/12/2021,09:44:15,Europe/London,Express Checkout Payment,GBP,"-1,440.00",0.00,"-1,440.00","-1,440.00",4JK45299VS7229727,rcjf@astonandfincher.co.uk,Aston & Fincher,,,0.00,0.00,1000140840,
03/12/2021,09:44:15,Europe/London,Bank Deposit to PP Account,GBP,"1,440.00",0.00,"1,440.00",0.00,8S869258XS018201Y,,,Bank of Scotland plc,7160,0.00,0.00,1000140840,4JK45299VS7229727
06/12/2021,00:00:34,Europe/London,Pre-approved Payment Bill User Payment,GBP,-211.90,0.00,-211.90,-211.90,77Y83593J5628084F,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4359252107520664,B-4XW44054NP5542146
06/12/2021,00:00:34,Europe/London,Bank Deposit to PP Account,GBP,211.90,0.00,211.90,0.00,1U710735F18105513,,,Bank of Scotland plc,7160,0.00,0.00,P4359252107520664,77Y83593J5628084F
06/12/2021,13:13:57,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,4VR21363U6509673R,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P185ACBC5A,B-37K37589RN914044V
06/12/2021,13:13:57,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,4YK13460ME0796810,,,Bank of Scotland plc,7160,0.00,0.00,P185ACBC5A,4VR21363U6509673R
07/12/2021,11:12:43,Europe/London,Express Checkout Payment,GBP,-84.36,0.00,-84.36,-84.36,7KK48699796093408,accounts@cartridgesave.co.uk,Cartridge Save Limited,,,0.00,0.00,6366754,
07/12/2021,11:12:43,Europe/London,Bank Deposit to PP Account,GBP,84.36,0.00,84.36,0.00,0Y251740RJ045154A,,,Bank of Scotland plc,7160,0.00,0.00,6366754,7KK48699796093408
12/12/2021,18:24:05,Europe/London,Pre-approved Payment Bill User Payment,GBP,-9.99,0.00,-9.99,-9.99,23L36747P0522950L,premium-gbp@spotify.com,Spotify AB,,,0.00,0.00,P187687D7C,B-62G64018SH768960T
12/12/2021,18:24:05,Europe/London,Bank Deposit to PP Account,GBP,9.99,0.00,9.99,0.00,73D33373PU670780R,,,Bank of Scotland plc,7160,0.00,0.00,P187687D7C,23L36747P0522950L
15/12/2021,16:28:12,Europe/London,Express Checkout Payment,GBP,-154.50,0.00,-154.50,-154.50,64A16716YB505423E,paypal.gbp@drmartens.com,Airwair International Limited,,,0.00,0.00,4556395848887886,7VG472437N2183126
15/12/2021,16:28:12,Europe/London,Bank Deposit to PP Account,GBP,154.50,0.00,154.50,0.00,0WG798668V448464V,,,Bank of Scotland plc,7160,0.00,0.00,4556395848887886,64A16716YB505423E
15/12/2021,20:23:20,Europe/London,Express Checkout Payment,GBP,-49.00,0.00,-49.00,-49.00,9J509652A5436754W,helen@lights4fun.co.uk,Lights4fun Ltd,,,4.00,0.00,c24423698137271.1,
15/12/2021,20:23:20,Europe/London,Bank Deposit to PP Account,GBP,49.00,0.00,49.00,0.00,3JS68133Y3416232D,,,Bank of Scotland plc,7160,4.00,0.00,c24423698137271.1,9J509652A5436754W
16/12/2021,15:54:37,Europe/London,Express Checkout Payment,GBP,-450.00,0.00,-450.00,-450.00,0PG22305F2592582G,sales@gompels.co.uk,Gompels HealthCare Ltd,,,0.00,0.00,,
16/12/2021,15:54:37,Europe/London,Bank Deposit to PP Account,GBP,450.00,0.00,450.00,0.00,88R146939A411621F,,,Bank of Scotland plc,7160,0.00,0.00,,0PG22305F2592582G
17/12/2021,17:20:57,Europe/London,Pre-approved Payment Bill User Payment,GBP,-300.00,0.00,-300.00,-300.00,1FA31491NB554483X,paypal-ads-ireland3@fb.com,Facebook,,,0.00,0.00,P4536884976424043,B-4XW44054NP5542146
17/12/2021,17:20:57,Europe/London,Bank Deposit to PP Account,GBP,300.00,0.00,300.00,0.00,35S6319499313481J,,,Bank of Scotland plc,7160,0.00,0.00,P4536884976424043,1FA31491NB554483X
22/12/2021,00:00:18,Europe/London,Express Checkout Payment,GBP,-267.00,0.00,-267.00,-267.00,9LN520744U400632A,paypal_ukaos@apple.com,Apple Store,,,0.00,0.00,W648240378-3598172,5XJ26573PY0867252
22/12/2021,00:00:18,Europe/London,Bank Deposit to PP Account,GBP,267.00,0.00,267.00,0.00,0AK63359BH9758448,,,Bank of Scotland plc,7160,0.00,0.00,W648240378-3598172,9LN520744U400632A
22/12/2021,00:06:32,Europe/London,Express Checkout Payment,GBP,-179.85,0.00,-179.85,-179.85,4XT595583N966173J,paypal_ukaos@apple.com,Apple Store,,,0.00,0.00,W648240378-3599911,6Y949275RB6159210
22/12/2021,00:06:32,Europe/London,Bank Deposit to PP Account,GBP,179.85,0.00,179.85,0.00,6NS92741MS1549848,,,Bank of Scotland plc,7160,0.00,0.00,W648240378-3599911,4XT595583N966173J
